Practice_ID,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
AP004,Q2,2023,2954,42.0,67.4,74,100,0.029,584.3,91.4,3.8,44.2,348
AP007,Q1,2022,2869,0.1,40.5,72,75,0.007,1510.7,5.1,2.5,17.0,1241
AP008,Q4,2023,2352,45.8,32.7,76,75,0.026,3318.5,1.7,4.8,20.5,1056
AP005,Q1,2024,4747,43.9,58.6,80,47,0.041,170.7,68.2,2.5,26.2,1943
AP006,Q2,2022,737,9.2,49.7,94,64,0.029,1626.2,63.8,5.2,46.6,1980
AP005,Q2,2020,3009,42.0,95.0,69,94,0.059,1619.3,79.4,3.9,17.8,1563
AP006,Q4,2022,3858,52.3,57.5,81,70,0.043,2046.9,26.2,4.5,41.1,843
AP001,Q2,2024,4562,29.4,74.2,80,91,0.018,142.7,44.6,2.4,48.6,677
AP003,Q3,2022,4333,31.9,61.5,84,76,0.017,1146.8,69.5,2.7,41.2,1341
AP010,Q3,2021,1363,49.7,98.3,78,68,0.015,181.8,35.4,5.1,12.8,651
AP004,Q2,2024,1295,7.4,21.2,68,33,0.043,707.2,80.9,4.7,14.9,657
AP008,Q2,2021,2209,31.8,72.2,64,98,0.036,268.3,7.5,3.1,25.7,1903
AP006,Q4,2020,699,52.8,95.7,52,69,0.044,1542.3,28.0,3.6,22.7,887
AP006,Q3,2023,4661,14.8,45.8,82,88,0.042,713.4,94.0,3.4,43.6,835
AP006,Q1,2024,4082,34.1,37.0,67,80,0.039,471.2,21.6,1.6,33.4,1014
AP008,Q3,2023,1302,23.0,25.6,75,64,0.01,1092.5,96.3,3.3,19.4,1909
AP004,Q4,2022,3548,36.5,23.5,89,87,0.009,525.3,14.2,1.5,42.9,1739
AP001,Q4,2023,823,33.6,57.2,82,67,0.021,552.6,52.1,1.1,39.6,1819
AP007,Q1,2020,3768,49.9,50.3,87,91,0.025,857.3,95.5,2.2,31.8,443
AP004,Q3,2022,3757,34.2,79.6,44,94,0.036,474.2,75.5,2.7,11.1,1386
AP010,Q3,2023,1476,50.4,24.8,57,45,0.025,1215.8,18.3,5.2,10.3,680
AP009,Q3,2023,3389,13.5,94.1,53,71,0.023,952.6,88.9,3.5,50.0,519
AP012,Q3,2020,1984,4.6,59.7,69,84,0.013,1211.8,9.7,4.3,41.3,1674
AP001,Q2,2023,3112,59.0,94.5,90,84,0.06,504.2,84.4,1.6,22.9,1095
AP007,Q1,2024,608,33.1,47.7,73,86,0.012,349.3,8.2,1.2,16.2,502
AP010,Q4,2024,1693,16.0,48.5,55,71,0.081,1500.8,89.4,3.2,18.4,1567
AP005,Q3,2020,1130,40.6,78.1,70,72,0.087,1204.3,25.6,5.3,24.5,1148
AP003,Q1,2020,2979,42.6,49.8,56,60,0.033,831.0,31.8,3.3,49.8,1191
AP001,Q1,2020,2312,14.4,93.7,79,88,0.033,405.8,61.9,4.8,14.6,1997
AP002,Q2,2021,2694,58.7,5.3,90,68,0.028,275.6,7.5,4.0,47.2,473
AP010,Q2,2022,622,46.0,2.9,50,61,0.028,357.7,78.6,4.4,23.4,1764
AP010,Q2,2022,1699,21.8,63.9,94,63,0.043,1921.1,53.7,3.0,33.8,455
AP001,Q2,2024,819,6.0,15.9,59,79,0.01,624.3,48.5,5.7,17.3,998
AP007,Q3,2021,4191,56.1,98.9,92,75,0.064,2160.0,27.1,5.1,43.4,786
AP012,Q1,2021,1151,30.8,56.7,74,66,0.044,262.6,84.7,3.9,49.2,1193
AP005,Q1,2024,2640,13.9,69.3,76,81,0.029,856.5,19.6,1.1,49.4,592
AP010,Q2,2020,3419,45.2,67.0,86,88,0.021,568.2,99.7,5.3,16.3,1927
AP001,Q1,2021,3792,49.3,25.3,96,56,0.059,836.9,25.1,2.6,23.2,532
AP007,Q1,2020,910,50.0,41.0,83,53,0.016,877.8,15.9,2.8,11.8,1707
AP010,Q3,2024,3407,34.7,85.9,76,70,0.028,247.3,71.7,2.0,36.1,1144
AP002,Q3,2024,1198,43.1,88.4,72,85,0.019,2165.9,66.5,5.6,48.9,686
AP008,Q4,2023,2967,50.9,54.2,97,84,0.01,967.1,38.1,3.2,24.1,923
AP011,Q1,2020,1595,17.3,47.6,82,62,0.006,675.4,36.0,3.4,20.7,1700
AP005,Q3,2023,3446,48.5,95.4,82,83,0.032,713.1,1.2,2.2,30.5,1464
AP010,Q1,2021,1259,55.1,63.6,69,78,0.02,506.4,76.5,1.5,31.6,580
AP008,Q4,2021,1154,19.0,67.7,65,53,0.025,820.6,3.8,4.6,41.2,1553
AP012,Q1,2023,1186,53.8,44.5,77,77,0.018,535.2,97.7,5.3,41.3,1050
AP008,Q2,2022,2733,7.8,38.6,56,86,0.047,416.8,84.2,3.2,21.6,599
AP005,Q3,2024,2977,20.5,70.5,64,72,0.02,318.9,58.3,5.9,31.6,730
AP003,Q2,2022,2032,57.3,39.5,91,87,0.019,1200.9,12.2,4.9,46.2,411
AP010,Q4,2021,4262,25.7,30.7,48,70,0.083,987.3,30.7,1.2,49.2,1510
AP003,Q4,2022,893,14.2,6.5,66,72,0.042,448.2,50.0,1.2,46.0,547
AP008,Q3,2023,1235,56.8,14.4,85,82,0.008,366.7,85.8,5.8,21.8,496
AP001,Q3,2023,1375,25.4,84.6,74,75,0.071,203.3,2.9,4.0,41.9,939
AP002,Q2,2022,1578,10.2,37.9,61,84,0.031,805.2,90.2,3.3,44.8,425
AP001,Q3,2020,714,46.2,45.1,53,56,0.031,482.4,54.9,1.7,25.9,1950
AP006,Q3,2021,2582,56.2,32.6,57,76,0.043,757.1,64.3,2.9,29.1,1165
AP001,Q1,2020,3328,23.4,39.4,78,63,0.018,535.6,83.2,2.8,17.7,1551
AP010,Q2,2024,4753,17.0,36.9,80,60,0.013,749.1,35.4,3.5,28.2,1161
AP001,Q2,2021,3670,20.7,86.7,73,73,0.045,696.5,42.7,3.5,14.8,713
AP008,Q2,2024,2276,28.0,2.6,75,56,0.109,504.1,3.7,3.3,48.1,509
AP010,Q3,2020,2311,16.3,67.6,87,96,0.102,1451.2,90.1,5.9,10.4,1124
AP012,Q2,2024,1175,1.8,76.3,31,89,0.017,1415.0,45.4,3.5,20.3,1608
AP007,Q2,2023,942,23.7,76.9,41,79,0.028,465.8,24.2,1.1,40.5,1819
AP009,Q3,2021,2146,50.7,43.6,87,76,0.023,435.0,27.6,3.3,25.4,754
AP011,Q3,2020,2836,14.5,79.5,71,76,0.006,833.6,82.5,4.4,35.0,1046
AP002,Q4,2022,1139,47.9,99.2,76,93,0.022,357.8,29.7,4.8,10.8,1229
AP006,Q2,2022,3004,46.2,55.1,66,70,0.026,1367.1,90.5,3.8,45.4,1030
AP012,Q3,2024,4705,2.0,36.0,92,65,0.031,2237.8,81.3,6.0,38.9,723
AP003,Q2,2023,2307,23.9,28.5,52,70,0.044,750.9,93.0,5.5,11.6,1356
AP006,Q3,2021,751,45.3,34.0,63,69,0.012,321.1,13.8,2.9,14.2,633
AP002,Q4,2021,2667,33.5,23.3,55,86,0.007,640.8,59.7,4.9,25.7,1485
AP008,Q3,2023,1359,35.1,89.5,61,74,0.044,108.6,39.7,3.0,25.4,1867
AP011,Q1,2024,1429,15.5,80.4,73,77,0.011,692.8,97.3,3.1,14.9,1124
AP012,Q1,2024,2834,21.2,2.0,67,75,0.017,187.8,74.6,5.3,29.0,311
AP009,Q1,2020,3373,0.3,82.3,72,46,0.016,637.8,72.3,2.5,38.0,1066
AP003,Q2,2020,4653,13.2,45.5,59,90,0.021,2459.0,64.7,1.7,28.9,1901
AP004,Q2,2021,2602,43.0,78.6,74,82,0.037,984.1,19.8,3.6,42.5,484
AP004,Q1,2020,2069,30.1,97.3,68,43,0.021,622.2,74.6,1.6,22.8,857
AP010,Q1,2024,4609,10.6,42.1,96,48,0.019,832.5,52.6,2.9,37.1,1941
AP010,Q3,2020,4182,52.5,79.0,87,67,0.009,1115.2,20.7,5.4,24.9,1875
AP004,Q3,2023,1049,38.8,2.0,97,56,0.042,1812.3,1.0,6.0,20.9,761
AP010,Q1,2024,4561,7.8,34.0,69,81,0.016,935.7,69.6,2.2,26.6,1862
AP012,Q2,2022,2169,2.8,87.4,70,69,0.046,283.2,62.5,2.0,39.9,776
AP012,Q4,2023,1180,33.4,34.7,65,67,0.046,294.3,52.3,2.9,13.8,1460
AP007,Q4,2020,746,27.2,99.7,75,54,0.014,912.4,22.6,1.0,23.7,925
AP001,Q3,2024,1292,24.4,2.8,79,63,0.055,393.6,23.4,2.9,19.4,969
AP008,Q1,2021,4279,34.6,92.5,95,77,0.025,981.2,77.5,3.9,35.2,1018
AP005,Q3,2020,890,48.4,38.9,84,64,0.02,252.1,76.6,1.5,22.5,1384
AP008,Q1,2023,3486,42.5,63.1,58,68,0.008,398.7,5.7,3.9,18.7,1712
AP009,Q4,2022,1955,44.1,30.6,70,99,0.019,3715.0,4.7,1.4,45.8,1540
AP007,Q4,2022,1129,25.9,78.3,44,80,0.015,776.2,30.3,5.5,13.4,1672
AP012,Q4,2021,3042,53.1,78.8,65,95,0.058,1029.6,37.2,5.0,16.8,1141
AP001,Q4,2020,3544,10.4,87.2,78,69,0.027,742.4,12.5,4.3,39.2,1580
AP009,Q2,2020,4780,11.1,36.8,93,70,0.015,132.4,55.5,4.4,30.0,501
AP003,Q1,2021,3050,39.9,60.1,53,89,0.058,709.8,48.1,5.0,39.3,1861
AP002,Q4,2024,1130,35.5,73.5,81,52,0.014,187.2,33.0,1.6,33.5,678
AP006,Q4,2024,4794,30.0,30.7,71,24,0.03,977.5,96.8,1.0,22.1,1346
AP003,Q4,2020,1933,44.8,34.5,92,77,0.036,289.7,83.1,3.9,27.9,1007
AP009,Q2,2024,2697,9.3,55.8,63,63,0.037,401.4,12.4,3.7,10.6,1695
AP005,Q2,2023,2277,0.1,71.8,86,87,0.101,1763.2,38.6,2.1,46.1,891
AP009,Q2,2020,3344,52.3,18.6,67,73,0.017,1690.0,68.5,3.3,12.9,1855
AP004,Q3,2023,1464,43.0,59.8,47,74,0.01,383.8,11.1,3.2,28.0,1565
AP001,Q4,2024,834,15.2,2.4,61,70,0.026,225.5,73.0,3.0,47.2,558
AP005,Q2,2022,4033,8.6,90.3,58,67,0.016,1078.7,34.0,2.3,21.7,1342
AP003,Q3,2021,2818,5.6,37.7,92,72,0.02,95.9,18.0,4.0,37.3,1806
AP010,Q4,2021,3499,54.2,95.7,93,83,0.029,693.8,24.1,2.4,13.1,1980
AP010,Q2,2024,952,23.6,5.7,65,85,0.083,545.1,2.1,4.4,26.2,1334
AP003,Q1,2022,1742,27.1,84.8,78,86,0.014,579.4,30.1,4.6,29.6,952
AP002,Q1,2021,2785,53.1,15.7,63,84,0.057,203.3,47.1,5.6,37.4,1488
AP004,Q3,2022,2170,41.9,92.5,72,70,0.038,1462.0,72.3,2.0,28.4,1185
AP009,Q3,2024,2310,17.3,4.5,91,55,0.115,430.2,5.4,1.5,23.0,989
AP002,Q4,2023,2442,50.3,4.8,83,93,0.029,1246.2,35.0,1.7,44.3,1033
AP003,Q1,2024,4527,3.7,37.6,67,73,0.068,700.8,92.6,5.0,21.0,520
AP006,Q3,2024,1965,10.4,63.9,69,93,0.123,667.8,91.5,4.3,13.9,1414
AP005,Q3,2024,4763,35.6,9.3,56,67,0.019,1222.9,86.4,4.4,20.3,1719
AP008,Q4,2024,1575,5.3,34.4,83,45,0.132,751.6,6.1,1.9,21.0,1529
AP012,Q3,2020,3016,7.4,45.1,65,84,0.037,732.0,40.9,5.5,48.3,1599
AP010,Q1,2022,4697,11.3,51.1,71,60,0.026,911.0,75.3,5.1,14.4,1858
AP005,Q1,2023,2073,22.6,97.2,72,63,0.017,263.0,72.9,3.2,21.6,987
AP012,Q1,2023,2264,52.0,5.8,71,60,0.014,111.2,55.1,2.5,41.8,434
AP006,Q4,2020,3991,53.9,77.9,74,47,0.015,1555.2,84.6,5.1,11.5,938
AP003,Q2,2023,2227,6.2,67.4,82,75,0.008,993.9,46.8,1.5,14.7,606
AP011,Q1,2024,2162,29.6,47.0,73,78,0.031,921.2,28.9,1.2,28.4,310
AP012,Q1,2021,2624,28.9,82.2,63,55,0.018,1255.8,31.2,4.3,31.8,692
AP001,Q1,2020,1678,8.1,80.3,73,70,0.009,1069.0,79.6,2.7,42.8,445
AP005,Q3,2024,4007,24.1,38.8,97,78,0.012,2470.9,81.3,2.0,24.5,321
AP010,Q4,2022,4398,2.7,84.3,73,88,0.019,343.1,46.7,2.3,48.3,1482
AP008,Q2,2022,3314,1.9,72.7,91,61,0.02,1700.8,52.4,2.0,18.9,1073
AP003,Q2,2023,2351,4.0,83.3,71,73,0.092,115.9,48.8,1.2,48.4,1353
AP011,Q2,2022,2155,42.4,19.4,52,97,0.022,416.1,41.9,1.7,24.3,305
AP011,Q4,2020,2603,36.5,32.2,89,68,0.048,1362.2,99.4,2.7,48.1,1449
AP004,Q1,2021,4552,14.3,67.6,73,62,0.023,2352.9,93.9,5.7,49.0,1690
AP001,Q2,2024,3638,25.6,64.3,80,80,0.024,1460.8,34.0,5.6,45.4,1603
AP001,Q3,2020,3527,29.0,28.6,63,92,0.019,712.1,17.0,1.5,22.9,1246
AP009,Q2,2024,1409,46.1,92.3,48,52,0.056,1741.4,73.6,4.0,49.2,1833
AP005,Q2,2021,1382,56.2,14.4,65,83,0.032,410.7,9.1,5.5,17.6,692
AP003,Q3,2021,3581,5.9,68.4,92,55,0.087,913.3,77.0,4.1,16.7,1587
AP010,Q4,2020,651,44.5,65.3,80,54,0.013,757.4,21.8,1.6,33.2,780
AP006,Q3,2023,1390,13.9,1.9,85,65,0.055,890.0,29.0,2.9,31.5,373
AP005,Q1,2024,2025,51.5,98.7,59,70,0.023,447.4,11.3,3.9,17.0,1534
AP008,Q2,2024,2271,47.9,68.4,82,80,0.041,714.0,55.6,2.1,20.2,1258
AP001,Q1,2020,3378,30.5,99.4,51,86,0.02,823.8,31.5,5.1,43.6,1842
AP010,Q1,2020,1628,21.9,55.3,72,66,0.023,1062.6,36.6,3.0,35.0,1246
AP002,Q1,2022,3612,8.9,61.8,82,72,0.081,1396.0,83.9,4.6,18.5,539
AP008,Q2,2020,1669,13.3,16.0,79,90,0.027,711.8,13.5,3.9,33.7,807
AP009,Q3,2022,1657,4.9,12.3,60,75,0.017,1745.4,22.1,5.9,44.0,1422
AP001,Q2,2023,3325,17.1,96.2,78,91,0.051,713.7,72.9,1.5,36.3,343
AP001,Q2,2020,3072,51.4,23.2,70,58,0.008,419.3,16.3,2.1,44.8,1704
AP009,Q4,2020,991,51.9,94.9,84,78,0.029,349.1,74.6,5.1,20.0,376
AP012,Q3,2022,1347,23.6,42.6,78,73,0.019,1385.4,82.2,2.9,48.6,1903
AP007,Q1,2022,560,1.4,14.9,83,86,0.014,950.8,12.8,3.3,48.7,1476
AP012,Q1,2024,536,29.3,50.1,62,78,0.045,391.4,17.5,4.7,24.3,1124
AP002,Q1,2022,2925,22.2,74.5,97,91,0.021,929.8,34.6,6.0,49.0,1567
AP010,Q1,2024,3486,47.5,15.6,60,50,0.057,213.7,60.9,3.4,40.4,1661
AP003,Q1,2023,2523,51.6,4.1,93,95,0.125,2872.4,49.7,2.8,31.0,307
AP005,Q4,2020,3435,4.0,4.5,64,62,0.089,474.2,63.1,1.0,30.5,1226
AP007,Q4,2024,2152,8.4,84.9,77,62,0.018,993.7,71.6,4.8,31.3,1020
AP012,Q4,2023,1688,58.0,38.3,69,96,0.068,266.7,97.8,5.3,12.5,626
AP005,Q4,2020,2301,40.4,1.2,58,73,0.007,232.6,75.1,2.3,22.6,1163
AP003,Q1,2022,3042,34.6,81.6,73,69,0.013,315.6,66.9,1.8,44.2,1299
AP009,Q2,2021,3227,39.0,57.3,63,81,0.032,2794.7,91.3,5.3,11.9,1563
AP001,Q4,2021,3341,9.2,81.7,94,65,0.027,581.5,84.2,2.9,19.9,602
AP004,Q2,2023,3991,30.8,64.4,48,63,0.014,567.5,64.0,3.8,32.4,1493
AP007,Q3,2020,2545,1.8,92.8,69,64,0.064,636.5,38.0,4.5,42.3,1360
AP001,Q2,2023,4151,13.7,2.8,73,94,0.026,442.7,76.1,2.4,30.3,1775
AP011,Q3,2020,2921,36.0,13.1,89,72,0.115,630.9,56.0,5.1,35.2,1424
AP011,Q3,2023,1776,53.8,55.3,87,49,0.008,2516.2,6.0,1.3,34.8,1373
AP006,Q2,2023,4449,46.2,56.0,55,71,0.006,538.3,73.2,4.4,15.4,926
AP002,Q2,2020,1764,50.1,81.7,75,51,0.027,465.5,53.0,1.9,18.8,493
AP001,Q3,2023,4595,20.3,14.4,69,94,0.029,866.2,60.8,4.2,10.7,636
AP001,Q3,2023,894,16.6,58.3,93,93,0.022,183.2,32.0,4.5,31.4,1834
AP003,Q3,2020,3879,13.8,52.2,67,82,0.03,186.4,53.9,1.7,17.2,1427
AP005,Q4,2022,3882,49.5,58.9,76,96,0.023,703.3,78.7,2.0,44.7,1860
AP010,Q3,2023,934,23.3,82.9,54,79,0.025,1337.3,64.9,1.5,22.1,621
AP002,Q2,2022,1831,30.5,19.1,61,83,0.058,985.6,61.6,2.4,35.6,1697
AP006,Q3,2020,4802,23.4,62.0,81,80,0.038,447.4,47.2,3.0,44.9,318
AP006,Q1,2021,705,14.4,13.4,53,76,0.026,709.1,19.3,3.0,37.8,1093
AP009,Q3,2022,1099,41.4,86.0,71,78,0.013,847.6,19.1,2.9,19.9,608
AP001,Q2,2020,4228,19.0,39.0,44,65,0.024,1005.0,31.1,3.9,11.9,675
AP007,Q2,2020,3558,18.1,91.1,68,81,0.007,1164.8,15.9,3.0,47.2,315
AP003,Q2,2021,4635,35.3,12.7,71,70,0.012,245.6,36.2,2.6,37.0,838
AP002,Q1,2020,3593,29.2,25.6,86,65,0.013,248.1,43.9,3.7,38.8,1866
AP002,Q1,2021,4774,32.2,29.8,79,83,0.034,1474.1,8.7,5.3,23.7,1005
AP008,Q1,2022,4633,19.4,15.2,80,91,0.024,302.3,64.2,2.8,15.7,1068
AP002,Q2,2020,711,47.5,64.9,73,87,0.023,172.0,10.7,5.9,14.4,356
AP008,Q4,2021,3399,12.3,34.4,79,69,0.01,670.0,50.8,5.8,49.7,1056
AP003,Q4,2021,3198,45.1,91.7,81,88,0.013,1684.8,77.7,2.1,49.3,1257
AP011,Q4,2024,1088,42.0,50.4,93,62,0.078,2466.5,15.1,4.0,12.4,844
AP006,Q2,2020,2603,58.2,39.4,69,86,0.04,818.8,9.1,3.5,47.9,1200
AP006,Q3,2024,4666,35.2,6.8,67,79,0.035,2206.5,82.5,2.7,44.5,623
AP005,Q2,2020,2388,7.6,75.4,88,72,0.054,168.2,88.9,3.4,40.0,1602
AP003,Q2,2020,1110,7.1,39.4,87,77,0.109,792.1,44.9,2.2,28.8,576
AP008,Q4,2023,970,46.4,36.8,99,83,0.037,1045.3,33.6,2.1,10.6,1478
AP006,Q2,2023,2839,1.0,48.9,80,76,0.061,611.0,6.7,4.5,32.9,935
AP003,Q4,2020,3075,52.3,59.1,73,70,0.028,483.9,82.9,5.7,23.3,1342
AP004,Q3,2023,2290,35.3,30.6,69,65,0.013,353.1,77.3,3.7,42.3,602
AP012,Q4,2022,4329,10.3,40.5,67,69,0.071,1085.3,60.5,2.7,44.5,1835
AP005,Q4,2022,930,42.3,53.2,91,79,0.023,2011.7,38.3,1.8,36.9,909
AP012,Q4,2020,2185,27.7,52.3,85,58,0.033,1393.5,9.0,1.9,42.1,901
AP002,Q4,2022,3309,0.3,45.5,94,77,0.027,1470.0,1.2,1.1,49.6,1308
AP010,Q4,2023,3788,5.3,99.8,68,77,0.02,1031.7,67.8,2.9,14.0,464
AP004,Q3,2022,2047,26.7,99.2,87,92,0.034,290.2,86.3,3.5,28.7,1319
AP007,Q3,2020,835,57.5,27.9,98,77,0.021,1067.7,41.8,3.4,11.6,1811
AP007,Q4,2023,4912,10.2,86.7,81,89,0.016,231.0,94.1,2.1,21.5,1983
AP007,Q1,2020,2279,39.7,48.6,99,78,0.063,980.4,27.8,5.5,21.4,772
AP012,Q4,2021,2379,10.4,22.7,60,71,0.022,2155.5,92.2,5.8,40.6,380
AP005,Q3,2023,3098,1.7,88.4,62,81,0.023,385.6,94.0,5.1,21.7,1827
AP007,Q2,2022,2528,4.3,50.2,66,57,0.019,711.2,96.7,3.9,27.2,1414
AP010,Q2,2022,3095,58.1,23.4,84,91,0.011,2736.9,18.8,1.1,38.1,1588
AP002,Q1,2022,3145,19.6,86.1,87,71,0.021,1578.7,76.7,2.9,26.1,1997
AP002,Q4,2024,2207,39.8,48.1,94,74,0.051,1189.2,95.7,2.0,16.2,751
AP012,Q2,2022,1692,28.4,20.2,53,99,0.024,689.4,71.2,1.1,44.0,1797
AP003,Q3,2024,4392,57.0,0.2,65,62,0.018,194.6,98.9,1.4,33.8,1173
AP001,Q4,2023,1681,19.8,73.2,56,96,0.013,1714.4,13.6,2.1,40.0,590
AP006,Q1,2022,2035,19.4,20.6,54,75,0.02,1130.2,85.6,4.0,34.9,1123
AP008,Q4,2021,4575,10.5,15.4,78,49,0.016,457.3,71.7,3.2,23.7,1987
AP006,Q4,2024,4453,32.5,73.3,79,83,0.041,2660.0,29.4,5.0,10.6,1435
AP002,Q1,2024,889,52.7,6.3,78,73,0.025,881.5,7.5,2.1,43.7,1578
AP006,Q1,2022,2442,10.0,87.8,93,65,0.022,304.6,16.2,5.2,16.0,1817
AP006,Q2,2020,3494,34.4,84.4,89,70,0.056,2835.0,21.7,4.3,31.1,1302
AP009,Q1,2023,2397,47.8,97.7,73,81,0.013,622.5,39.7,3.3,10.8,847
AP003,Q1,2020,2292,17.3,11.5,74,70,0.026,926.7,72.7,1.3,20.2,416
AP008,Q1,2020,4689,51.9,75.3,79,78,0.028,688.5,56.8,5.0,33.5,523
AP008,Q3,2021,865,12.7,64.9,88,100,0.09,1266.1,82.5,5.7,49.6,1925
AP003,Q1,2022,4212,27.3,4.0,86,64,0.01,1402.1,35.5,2.2,20.8,968
AP004,Q4,2022,2660,37.5,31.8,80,75,0.014,788.7,20.9,3.4,31.0,1697
AP009,Q1,2024,1202,40.8,27.3,84,89,0.15,392.9,47.1,4.8,14.8,520
AP005,Q2,2021,2670,58.8,55.7,78,36,0.061,2356.5,10.7,3.1,30.6,808
AP009,Q3,2023,4437,1.6,62.0,63,77,0.018,619.3,80.4,1.7,35.8,571
AP006,Q1,2021,2725,45.7,46.9,92,68,0.038,265.4,96.0,3.2,37.1,1639
AP011,Q4,2020,683,13.9,44.6,55,62,0.021,863.6,80.1,3.5,44.3,1749
AP003,Q3,2022,2023,54.0,70.9,79,59,0.024,546.9,99.9,5.7,46.6,648
AP011,Q4,2021,601,5.9,19.6,94,80,0.029,638.9,74.4,4.4,49.0,1954
AP005,Q1,2021,4313,40.6,56.0,66,73,0.029,432.5,17.8,3.6,30.8,1321
AP011,Q3,2023,2997,36.4,69.3,89,71,0.046,1457.7,91.6,3.0,48.2,535
AP010,Q4,2020,4310,43.3,50.2,90,45,0.005,820.2,5.8,4.1,33.5,756
AP008,Q4,2022,742,21.9,47.1,93,91,0.098,1713.3,92.5,4.4,46.0,1684
AP007,Q2,2021,3335,33.7,48.1,70,77,0.024,1316.4,19.3,5.5,39.3,965
AP009,Q2,2022,4962,10.4,72.5,82,78,0.012,1220.5,41.1,5.7,33.1,421
AP001,Q1,2021,1603,37.6,99.0,77,84,0.014,668.8,6.6,4.8,30.1,1552
AP007,Q1,2022,3807,50.7,10.9,93,66,0.032,4435.5,54.0,4.6,15.5,1806
AP012,Q1,2023,2063,52.8,24.8,77,85,0.062,190.5,6.1,5.2,34.6,634
AP006,Q3,2024,702,19.0,99.5,87,49,0.029,958.8,16.4,5.3,23.5,1845
AP011,Q4,2024,4050,40.0,39.2,64,85,0.033,730.7,86.3,2.4,22.0,1300
AP006,Q2,2022,2326,43.2,14.7,72,62,0.015,580.7,31.9,2.8,18.1,832
AP006,Q1,2024,2936,34.5,34.5,64,55,0.042,756.8,19.1,3.2,14.0,517
AP001,Q3,2021,2750,47.8,84.4,53,61,0.02,2478.5,82.6,4.7,10.5,1029
AP004,Q3,2021,4983,9.9,35.7,69,71,0.02,784.8,1.1,5.4,47.2,901
AP004,Q1,2020,4307,3.7,66.7,86,69,0.043,868.3,54.3,2.2,49.0,1100
AP004,Q1,2021,3045,24.2,4.7,80,53,0.097,696.3,48.6,3.7,14.0,1580
AP011,Q3,2023,2119,11.5,34.4,83,76,0.021,1480.0,65.9,3.3,24.0,1059
AP006,Q1,2024,909,44.9,62.4,89,62,0.014,171.5,3.4,5.7,12.6,1027
AP012,Q2,2023,664,41.8,8.9,75,42,0.04,520.0,27.4,3.7,10.9,1893
AP002,Q4,2024,4213,28.7,36.9,100,50,0.023,2101.2,61.5,4.6,14.7,1533
AP005,Q4,2024,1358,18.9,17.8,44,92,0.007,1089.3,23.2,1.1,44.7,456
AP008,Q2,2022,4156,35.8,31.0,61,89,0.014,1105.5,88.0,2.3,40.8,595
AP010,Q4,2023,3463,35.1,14.4,98,37,0.135,2713.8,53.3,3.9,46.3,1730
AP009,Q2,2022,3522,27.6,17.5,96,59,0.022,588.4,37.2,2.6,37.6,741
AP011,Q2,2024,2593,20.1,39.6,86,74,0.015,296.7,68.9,2.1,46.5,1264
AP007,Q1,2020,2615,46.9,3.7,76,56,0.032,449.0,43.5,1.6,31.6,1437
AP002,Q4,2020,1319,19.4,81.7,78,72,0.012,691.9,62.1,3.2,10.7,584
AP001,Q4,2024,2402,52.6,29.5,52,75,0.015,105.8,18.9,3.2,33.0,1299
AP011,Q1,2022,4981,54.5,35.9,74,64,0.021,786.0,3.5,5.9,30.6,934
AP007,Q1,2023,4275,13.2,1.4,73,80,0.022,504.8,93.7,5.6,23.4,932
AP003,Q3,2024,929,21.0,29.9,59,54,0.058,3385.4,99.1,5.0,21.0,708
AP011,Q4,2023,713,1.5,99.5,71,77,0.025,1836.4,71.2,1.3,25.7,979
AP005,Q1,2022,1630,48.6,23.4,97,80,0.109,3054.0,57.7,2.8,30.4,1034
AP007,Q3,2020,2511,5.6,59.7,83,60,0.148,2488.0,71.8,1.1,24.4,1597
AP010,Q1,2021,2280,41.3,98.8,68,94,0.057,1503.9,21.7,3.4,48.9,1935
AP001,Q2,2023,714,51.3,56.7,76,71,0.09,437.2,2.2,2.8,37.7,1670
AP012,Q4,2021,4858,3.2,36.9,95,91,0.018,2778.1,29.9,4.3,36.4,1587
AP008,Q4,2020,4708,56.7,27.9,86,73,0.022,813.4,56.9,1.3,28.6,999
AP009,Q4,2024,557,55.3,44.2,80,87,0.012,2045.4,86.5,3.5,47.4,1246
AP005,Q2,2023,2808,27.0,92.3,61,58,0.018,830.0,71.0,4.6,37.0,668
AP005,Q2,2020,2882,30.9,26.8,68,62,0.019,543.0,38.5,3.3,12.1,1969
AP009,Q4,2021,2076,17.4,4.0,88,72,0.023,1065.1,15.4,5.8,18.4,493
AP004,Q1,2021,2472,29.4,92.7,84,87,0.045,3424.6,47.7,5.7,49.1,838
AP002,Q4,2023,3332,2.1,7.2,62,79,0.043,394.2,50.8,4.3,33.7,1763
AP005,Q1,2022,2861,52.8,6.3,72,77,0.014,1716.9,4.7,2.7,24.1,687
AP001,Q1,2020,758,54.5,10.8,87,69,0.1,2320.8,16.2,3.5,30.7,625
AP002,Q1,2023,1792,32.2,51.5,79,99,0.016,568.9,52.0,3.7,27.7,1106
AP005,Q2,2022,3747,26.7,91.0,70,56,0.014,586.8,26.6,3.0,34.8,697
AP001,Q3,2020,2328,57.4,89.5,74,78,0.04,367.1,55.8,3.9,15.6,1842
